firstname,lastname,exam1grade,exam2grade,exam3grade
Elizabeth,Nelson,61,85,52
Jared,Reyes,56,54,76
James,Williams,66,53,73
Johnny,Thompson,56,59,76
Michael,Lang,83,72,64
Tamara,Heath,83,51,93
Austin,Rose,56,98,87
Kent,Grant,89,65,78
Kathy,Suarez,60,59,67
Sharon,Guerra,81,73,66
Melissa,Mccarthy,63,79,94
Joshua,Brown,67,85,90
Bobby,Harris,80,83,64
Christopher,Martin,93,80,93
Edwin,Walker,88,69,65
Zachary,Horne,57,92,64
Erika,Jones,50,65,84
Keith,Martin,84,89,100
Jacqueline,Melton,72,62,85
Eric,Fuentes,88,85,89
Douglas,Manning,72,81,97
Michael,Harvey,98,89,77
Nicholas,Shaw,67,58,67
Vanessa,Lynch,77,61,88
Kevin,Kim,100,98,96
Stephanie,Foster,97,81,59
Brandi,Thompson,79,62,93
Kelsey,Lewis,55,94,91
Philip,Moore,61,86,56
Ross,Rogers,97,77,50
James,Villanueva,76,90,51
Robin,Drake,98,55,98
Jose,Poole,90,50,71
Christine,Parks,78,65,65
Jenny,Howard,62,59,91
Laurie,Hendricks,82,87,90
Sergio,Osborn,74,74,89
Jo,Brown,57,85,71
Anthony,Jones,95,100,74
Michael,Mathews,64,77,67
Rhonda,Hall,92,84,84
Bryan,Williams,93,95,62
Crystal,Nash,95,74,76
Daniel,Ellis,95,79,70
Jessica,Perez,71,82,87
Theodore,Clark,64,76,98
Luis,Avila,89,83,94
Jennifer,Christensen,54,84,64
Ann,Thornton,56,100,85
Jennifer,Collins,91,69,63
Kelly,Anderson,93,96,70
Janice,Wilson,75,92,58
Jerry,Fisher,77,78,86
Aaron,Cole,79,93,59
Tara,Bell,92,74,64
Derrick,Valdez,75,55,59
Ronnie,Smith,87,59,68
Timothy,Olsen,84,57,59
Renee,Lamb,74,53,76
Cindy,Durham,72,82,68
Bryan,Smith,57,94,93
Diana,Gonzalez,62,89,84
Brian,Coleman,68,56,80
Bryan,Medina,87,75,55
Matthew,Zimmerman,85,68,58
Andrew,Young,73,84,53
Craig,Mcbride,62,79,82
Zachary,Rodriguez,94,91,69
Adam,Crawford,62,56,59
Michelle,Wilson,74,73,88
Aaron,Gross,88,75,56
Joshua,Williams,81,77,53
Robert,Wilson,75,95,86
Jared,Schneider,74,67,86
Laura,Ramirez,71,64,78
Christina,Young,99,99,53
Antonio,Johnson,78,58,69
Laura,Smith,68,75,88
Danielle,Williams,54,76,91
Stephen,Navarro,78,87,53
Mary,Rodriguez,81,92,50
Mariah,Ruiz,60,74,80
Tyler,Salas,59,90,66
Amy,Hernandez,96,68,63
Tony,Williams,84,96,64
Courtney,White,70,89,51
Robert,Weaver,100,66,85
Emma,Reyes,51,52,97
Toni,Kirk,55,79,92
James,Watkins,51,95,65
Sherri,Turner,78,97,73
Brian,Doyle,79,93,57
Christina,Kane,78,52,97
Tiffany,Jimenez,67,69,54
Phillip,James,59,84,64
Matthew,Nelson,97,57,53
Elizabeth,Moore,67,55,90
Bryan,Gonzalez,52,89,61
Grace,White,70,96,83
Jane,Petty,100,50,73
Jacob,Massey,85,68,69
Maria,Contreras,96,91,78
Samuel,Kent,50,62,62
Tammy,Brown,96,87,84
Toni,Reynolds,64,54,87
Joel,Patterson,58,57,66
Kristen,Hunt,89,79,86
Mary,Green,91,69,100
Jennifer,Burns,92,73,93
James,Mcbride,89,50,61
Justin,Bailey,50,86,79
Kayla,Carey,84,86,84
Peter,Jackson,90,89,59
Jonathan,Fernandez,91,92,58
Wendy,Lowe,57,52,66
Joshua,Jones,80,72,94
David,Duncan,86,77,65
Lisa,Carpenter,78,50,80
Nathan,Castro,81,60,82
Alexis,Webb,54,69,75
Morgan,Vazquez,74,87,97
Aaron,Jones,88,78,69
Joseph,Smith,89,80,86
James,Ward,64,77,93
John,Richardson,90,96,78
Derrick,Mann,59,78,60
Briana,Turner,74,54,59
Martin,Garcia,63,94,71
Katelyn,Hines,60,56,86
Karen,Brown,53,86,71
Ashlee,Mitchell,55,77,60
Erik,Butler,91,66,64
Jeffery,Perez,66,80,67
Melissa,Lee,86,92,84
David,Lopez,55,100,70
Patricia,Baldwin,94,76,91
Pamela,Howard,99,100,68
Victor,Phillips,81,54,69
Richard,Nichols,91,85,95
Angela,Noble,52,67,100
Linda,Brown,59,95,82
Melissa,Gibson,72,62,50
Susan,Rice,69,73,73
William,Johnson,73,54,74
Nicholas,Williams,86,75,97
Matthew,Tapia,98,89,86
Elizabeth,Williams,76,51,71
Adam,Riley,85,80,61
Robyn,Wolf,56,81,76
Jared,Ramos,76,83,61
David,Rivera,80,63,83
Isabella,Sanders,73,69,100
Jessica,Green,68,100,81
George,Todd,90,84,90
Donald,Holder,92,90,75
Morgan,Gibson,67,80,58
Michaela,Williams,50,85,75
Jessica,Mullins,99,96,61
Steven,Young,54,53,83
Christopher,Villarreal,76,53,98
Gregory,Johnson,82,83,79
Kathleen,Pierce,76,79,99
Stacy,Howard,70,93,92
Debra,Flynn,98,75,79
Carly,Green,81,98,66
Brett,Henson,58,62,69
Lacey,Rios,74,60,68
Timothy,Benjamin,97,78,75
Jason,Dominguez,100,62,99
Jennifer,Chambers,85,63,76
Robin,Roberts,79,55,80
Brandon,Ellis,85,90,51
Ashley,Herman,81,97,66
Matthew,Graham,100,97,69
Steven,Phillips,50,95,59
Jacob,Medina,87,59,69
Tiffany,Cortez,91,77,71
Anita,Floyd,88,63,52
Tina,Collins,96,51,55
Kathryn,Garcia,80,71,55
Emily,Welch,100,88,56
Joseph,Ramsey,92,93,55
Joseph,Gregory,56,99,79
William,Coffey,55,94,87
Jeanette,Brooks,78,59,78
Shannon,Ramirez,97,66,76
Brittany,Powers,51,69,69
Ashley,Hughes,80,64,92
Donald,Sanchez,94,79,83
Richard,Aguilar,57,87,60
John,Morgan,78,52,98
Katherine,Mcdaniel,58,72,75
Lori,Taylor,70,86,85
Jason,Walker,50,98,88
Brittany,Hill,58,80,88
Teresa,Owens,67,54,57
Diana,Diaz,77,78,89
Mathew,Lynch,62,80,50
Marie,Hernandez,71,75,86
Angela,Hays,94,58,92
Scott,Barnett,62,59,69
Melissa,Gibbs,98,86,74
Benjamin,Reid,92,59,80
Lisa,Lopez,62,84,61
Jennifer,Neal,50,69,73
Sean,Wilson,77,91,78
Lisa,Terry,66,79,80
Julian,Harrell,83,53,83
Alison,Johns,57,74,74
Wendy,Lara,50,88,68
Deborah,Diaz,71,77,84
Erin,Stewart,83,62,90
Charlene,Holmes,77,98,57
Brian,Davis,83,69,56
Scott,Ellis,77,83,96
Bethany,Valentine,95,51,84
Cody,Terry,78,89,87
Lisa,George,57,71,89
Charlene,Hoffman,56,56,84
Virginia,Simmons,70,59,62
Jack,Allen,91,99,81
Andrea,Phillips,66,88,64
Jessica,Kim,85,61,66
Jose,Williams,91,94,54
Kelly,Romero,64,63,99
Michael,Valenzuela,77,90,75
Kathy,Lee,50,96,71
Brittany,Torres,91,93,85
Adrienne,Ray,83,93,72
Todd,Knight,86,89,64
Kim,Johnson,56,54,93
Richard,Wilcox,100,77,66
Jennifer,Moore,100,86,79
Steven,Ruiz,84,100,92
Michael,Kelly,81,59,63
Megan,Johnson,55,94,76
Jennifer,Farley,72,56,80
Alicia,Lopez,89,94,87
Brandon,Garrett,55,65,54
Ralph,Pineda,63,70,97
Mary,Decker,54,94,87
Brandi,Cohen,100,53,51
Meghan,Torres,63,72,87
Sean,Randall,76,85,65
Madeline,Powers,81,91,80
Eric,Woodard,83,92,57
Gary,Nicholson,80,61,52
Jessica,Gray,75,84,56
Elizabeth,Burnett,100,78,58
Jason,Weber,51,70,82
Timothy,Harris,80,82,95
Cameron,Cherry,83,82,68
Joshua,Hernandez,98,97,91
Melissa,Bruce,62,55,72
Maureen,Ward,73,72,99
Angel,Ortiz,52,53,96
Matthew,Lopez,50,82,54
Rebecca,Collins,84,98,68
James,Morgan,90,84,93
Cynthia,Martinez,95,91,75
Gabriel,Fisher,78,92,82
Willie,Ramirez,77,75,69
Joan,Boyd,56,78,85
Emily,Chandler,98,56,51
James,Barnes,52,72,60
Isaac,Smith,77,90,59
Debbie,Gonzalez,66,85,56
Jennifer,Anderson,63,80,62
Robert,Phillips,67,71,67
Samantha,Mendez,86,90,60
Gary,Ali,63,57,85
Thomas,Murray,57,71,59
Dominique,Carter,62,52,85
Benjamin,Riggs,89,64,55
Jessica,Stephens,81,67,89
Crystal,Bowers,72,71,97
Steven,Delgado,92,86,72
Tyler,Conway,67,71,87
Vincent,Mason,75,58,92
Jonathan,Frazier,77,64,57
Billy,Morgan,95,81,88
Joseph,Riley,55,83,84
Elizabeth,Oneill,63,74,80
Christopher,Villarreal,50,71,57
Susan,Rivera,60,63,82
Alexis,Reeves,56,69,78
Amber,Church,92,82,86
Tammy,King,74,100,71
Kimberly,Brown,79,82,89
Amanda,Cunningham,54,62,100
Eric,Bennett,50,94,96
Jerry,Jones,50,100,81
Joe,Wilkerson,99,100,54
Kathryn,Smith,78,51,84
George,Johnson,67,76,63
Elizabeth,Henry,64,92,61
Jeffrey,Combs,70,72,75
Christopher,Allen,52,75,73
Carla,King,52,85,94
Ashley,Dunn,75,71,72
Jimmy,Hines,61,59,67
Victoria,Armstrong,60,66,51
Kelsey,Solis,63,85,91
Charles,Olson,98,68,61
Randy,Nguyen,95,89,84
Abigail,Brewer,96,73,88
Nicole,Grimes,86,91,66
Christine,Golden,68,59,89
Brandon,Mooney,78,68,96
Susan,Wright,53,67,97
Crystal,Baxter,70,78,73
Nicholas,Ray,83,56,95
Jennifer,Humphrey,56,82,78
Juan,Hudson,93,68,55
Judy,Walker,89,64,70
Mathew,Wells,100,65,92
Mariah,Holland,57,63,51
Maurice,Howard,65,96,59
Olivia,Frederick,97,66,70
Olivia,Garcia,71,99,100
Eric,Bowman,97,96,95
Beth,Bauer,55,76,100
Jodi,Taylor,93,82,53
Kiara,Hampton,58,87,71
Lori,Booth,55,57,51
George,Dunlap,82,91,51
Jill,Henderson,95,70,98
Michael,Odom,57,80,68
Brandi,Brown,88,91,75
Jessica,Thornton,72,82,65
Linda,Sullivan,99,100,92
John,Campbell,52,87,60
Rebecca,Gonzales,95,79,64
Mario,Brooks,71,68,88
Angela,Davies,95,63,55
Scott,Baker,100,89,89
Melvin,Adams,62,65,53
Thomas,Jefferson,99,50,76
Robert,Adams,54,63,82
Christopher,Higgins,78,80,53
Andrea,Porter,70,78,88
Janet,Byrd,64,85,55
Charles,Simpson,75,82,60
Deanna,Vasquez,51,66,81
Brenda,Carlson,70,54,53
Mary,Sutton,68,84,71
Leah,Smith,58,58,99
Christine,French,78,80,92
John,Scott,67,60,89
Cathy,Miller,77,63,87
Joy,Thomas,90,98,83
Dylan,Rocha,71,75,59
James,Ponce,88,97,90
Renee,Esparza,91,61,69
Amanda,Shaffer,95,60,65
Clifford,Smith,92,83,62
Shaun,Moreno,91,77,66
Amanda,Carson,98,78,85
Amanda,Ramos,61,63,77
Mark,Robinson,87,58,57
Tina,Allen,64,57,55
Dalton,Barker,87,93,97
Laura,Adams,51,65,73
Wayne,Cruz,61,62,60
Charles,Anderson,75,79,77
Charles,Clayton,54,59,81
Laurie,Moreno,67,61,76
Nicole,Murphy,76,96,72
Carrie,Hancock,99,80,54
Caroline,Jones,66,90,68
Desiree,Brown,78,71,59
Michelle,Cruz,95,77,56
Nathan,Pittman,83,57,54
Cindy,Mendez,77,74,94
Claire,Montoya,66,84,67
Patrick,Scott,62,50,72
Clinton,Phillips,90,63,98
Donald,Cooper,76,81,93
Christina,Bailey,83,57,83
Suzanne,Martinez,98,94,92
Alexander,Paul,74,89,52
Christopher,Nixon,63,52,100
Ronnie,Mckinney,69,67,95
Matthew,Smith,61,52,90
Erin,Arnold,92,58,77
Melissa,Cook,97,91,59
Linda,Patel,94,70,85
Hailey,Farmer,82,100,67
Billy,Harris,70,92,50
Jill,Moses,62,85,100
Jon,Casey,92,80,70
Patrick,Arroyo,81,94,93
Emily,Blair,91,57,98
Dakota,Reed,92,81,73
Tom,Griffin,99,87,96
Gregory,Phelps,97,65,88
Marco,Palmer,93,93,55
Ashley,Hart,89,92,93
Sandra,Henderson,57,88,50
Edward,Spence,65,56,76
Ryan,Whitaker,72,82,93
Ricky,Campbell,84,89,91
Michelle,Soto,68,83,62
Cassandra,Nichols,84,96,90
Robert,Richardson,94,86,82
Heather,Scott,88,92,71
Michelle,Mueller,52,78,60
Robert,Nguyen,91,66,81
Bradley,Simon,71,98,52
Allen,Frazier,60,92,90
David,Pope,54,57,75
Patricia,Lee,69,91,76
Zachary,Hayes,66,70,76
Kimberly,Roman,50,87,63
James,Tran,86,79,98
Michael,Moreno,65,69,90
John,Gonzalez,93,98,90
Jacqueline,Lopez,83,69,98
Paul,Gutierrez,52,81,83
Vicki,West,56,69,54
Heather,Ward,72,93,73
Jeffrey,Blake,72,55,99
Monica,Walsh,92,82,70
James,Garcia,94,53,73
David,Hansen,72,54,99
Robert,Farrell,68,83,82
Tiffany,Roberts,51,61,87
Russell,Johnston,68,53,60
Jennifer,Espinoza,76,63,86
Savannah,Collins,55,57,61
Selena,Little,67,65,66
Cindy,Mcintyre,60,63,91
Juan,Weaver,63,54,68
Lori,Hood,57,98,55
Austin,Huffman,98,58,93
Tara,Wood,54,61,94
Joseph,Carr,82,77,83
Linda,Jones,53,55,86
Kyle,Smith,94,92,75
Henry,Gutierrez,64,53,100
Timothy,King,51,54,98
Mary,Alvarado,58,80,91
Robert,Farrell,91,57,62
Evelyn,Jones,83,50,88
Anthony,Finley,63,63,78
Kimberly,Stevens,52,94,59
David,Smith,94,58,90
John,Kelly,65,88,63
Scott,Allen,53,69,57
Susan,Barker,56,100,65
Robert,Orozco,83,96,55
Lisa,Ross,70,61,62
Ashley,Warren,75,72,82
Jean,Hutchinson,97,69,53
Russell,Bell,88,96,85
Joshua,Conley,50,57,89
Katherine,Vasquez,87,86,91
Brent,Carroll,73,72,76
Ashley,Smith,77,59,62
Tiffany,Weaver,64,89,93
Daniel,Molina,73,86,59
Erica,Thomas,96,64,79
Margaret,Daniels,74,52,57
John,Anderson,54,84,94
Kelsey,Young,95,78,60
Joshua,Morris,87,54,56
Jessica,Lopez,97,100,93
Diana,Guzman,73,60,96
Adam,Bautista,73,85,54
Gerald,Crane,66,53,90
Stacey,Browning,52,98,71
Laura,Ray,70,63,65
Matthew,Miller,65,69,76
Erik,Mcknight,50,56,67
Geoffrey,Goodwin,71,79,73
Katie,Lawrence,69,52,59
Lisa,Martinez,54,75,72
Tammy,Hood,84,66,96
Maria,Hanson,74,69,80
Shawn,Kelly,82,97,60
Patricia,Jones,79,87,66
Michael,Choi,92,69,55
Edward,Williams,78,90,75
Katherine,Smith,59,92,93
Emily,Butler,99,60,89
Nicholas,Khan,63,65,79
Alejandro,Smith,79,71,75
Bailey,Ward,56,67,71
Alexis,Wyatt,91,65,66
Joshua,Powell,83,89,67
Jessica,Jones,92,91,63
Steven,Case,53,54,68
Nicole,Key,98,80,57
Michael,Mata,79,95,100
Christopher,Johnson,70,95,73
Aaron,Curry,74,68,71
Anita,Hammond,77,99,97
Alvin,Foster,83,93,58
Sara,Griffin,85,81,56
Christian,Lang,70,61,64
Mary,Hughes,93,63,63
Toni,Williams,84,72,79
Sue,Taylor,73,94,54
Michele,Clarke,100,55,85
Andre,Meyer,77,93,96
Walter,Long,67,82,52
Laura,White,70,99,89
Carla,Smith,76,89,65
Donna,Walters,51,60,93
Christopher,Farley,71,99,68
Rachel,Frazier,58,59,79
Deborah,Gallegos,85,91,95
Eric,Shepherd,74,58,78
Alec,Maddox,81,62,93
Elizabeth,May,94,84,52
Kenneth,Hill,51,76,53
Carla,Stephens,52,89,90
Julie,Jordan,92,93,96
Amy,Holland,80,66,92
Lisa,Smith,100,58,90
Donna,Skinner,66,57,95
Kimberly,Barker,81,67,98
Maureen,Walsh,95,78,53
Courtney,Davis,75,55,89
Joseph,Campbell,62,79,52
Michael,Hebert,52,93,97
Tyler,Powell,62,96,88
Harold,Parker,62,70,71
Vanessa,Johnson,56,80,75
Jason,Willis,90,54,97
Leah,Rodriguez,52,88,52
Gloria,Saunders,58,52,60
Emma,Turner,77,64,77
Rachel,Duncan,59,91,88
Connie,Rogers,63,92,73
Nicholas,Collins,62,57,84
Katie,Snyder,57,91,79
Jonathon,Hogan,92,93,58
Deanna,Mcneil,58,68,56
Erika,Stone,55,52,61
Jade,Douglas,85,51,83
Kimberly,Gay,84,95,51
Adam,Bryan,88,83,69
Autumn,Moran,62,83,54
Angela,Ortiz,69,96,75
Christopher,Evans,65,52,92
Anthony,Hamilton,76,63,96
Haley,Shannon,51,69,92
Lisa,Kaiser,54,89,65
Daniel,Castro,52,81,97
Pamela,Glover,91,85,85
Sean,Wood,92,65,72
Kellie,West,90,66,65
Nancy,Hubbard,60,50,59
Tina,Johnson,78,86,60
Thomas,Bishop,63,87,67
Kelsey,Hunt,57,69,67
Aaron,Herrera,98,56,70
Dana,Hernandez,99,51,67
Gregory,Herrera,99,55,96
Jesse,Robertson,86,51,78
Amy,Thompson,84,72,73
Joshua,Olsen,76,98,97
Kristy,Tanner,94,81,52
Alexander,Wheeler,73,53,83
Abigail,Williams,63,57,81
Kara,Bell,54,56,55
Tonya,Yates,94,70,63
Amy,Collins,80,68,99
Teresa,Stephens,84,52,54
Steven,Cain,63,51,87
Monica,Moore,91,79,56
Christopher,Thompson,55,86,96
Kevin,Elliott,84,90,99
Corey,Mcdonald,91,99,74
Brent,Adams,70,75,73
Ryan,Williams,72,82,79
Matthew,Brock,62,96,69
Joseph,Mckenzie,89,87,74
Christina,Tran,61,78,82
Kathy,Powell,85,100,63
Douglas,Cannon,81,76,76
Debra,Moore,73,78,63
Hannah,Soto,72,93,53
Tami,Ray,68,85,67
Eric,Burke,69,98,62
Joshua,Hayes,62,69,98
Michael,Prince,83,72,63
Steven,Lara,75,62,80
Crystal,Gregory,99,57,86
Christopher,Hill,55,80,100
Joseph,Hendricks,73,76,82
Kayla,Smith,59,96,98
Melinda,Ford,77,92,57
Kristen,Wyatt,89,61,77
Joel,Pace,86,78,88
Steven,Mora,89,69,79
Matthew,Hayes,65,72,69
Dwayne,Rogers,56,86,93
Sandy,Fox,51,87,93
Amy,Stark,93,67,81
Leah,Evans,53,68,60
Kelly,Thompson,98,78,70
Eileen,Garza,92,60,88
Teresa,Hall,66,64,60
Michael,Phillips,72,95,69
Tanya,Gonzalez,97,83,78
Martin,Norman,53,62,73
Kelly,Thomas,69,76,86
Jessica,Torres,50,91,77
Theresa,Wolf,66,81,95
Paul,Schultz,54,78,61
Felicia,Ramirez,60,82,51
David,Williams,96,59,98
Tanya,Smith,100,74,61
Kaitlyn,West,76,67,84
Karen,Cooper,87,94,84
Amy,Watson,60,79,63
Tony,Reyes,97,83,100
Mary,Day,86,93,67
Christopher,Scott,67,80,58
Kathleen,Glover,77,72,68
Steven,Cohen,74,79,97
Michael,Jackson,58,59,50
Aaron,Davis,62,91,65
Andrea,Waters,97,85,61
Michael,Hamilton,70,85,51
Rebekah,Sanchez,50,72,75
Timothy,Young,83,79,65
Kathleen,Herrera,71,84,52
Ian,Fischer,89,67,51
Calvin,Parker,96,67,60
Mark,Lynn,93,96,66
Edward,Walter,99,50,64
Rebecca,Baker,53,84,67
Bryan,Fuller,98,100,81
Brian,Shaw,56,97,82
Timothy,Lam,82,87,68
Jennifer,Ross,52,86,62
Douglas,Mays,65,75,59
Kevin,Cruz,99,75,80
Bobby,Pope,65,81,67
Joseph,Stark,68,90,50
Cassandra,Stephens,81,97,95
Patricia,Estes,82,91,86
James,Ruiz,68,74,89
Joshua,Thomas,75,92,66
Samantha,Rivera,57,61,51
Jessica,Elliott,85,67,77
Christopher,Bernard,62,57,78
Amy,Chavez,50,73,68
Stephanie,Middleton,81,92,89
Christopher,Walker,93,85,78
Michael,Hunter,72,76,79
Tyrone,Marshall,71,73,72
Erik,Miller,73,67,85
Yvonne,Young,99,54,59
Catherine,Morris,67,56,61
Kyle,Taylor,92,58,85
Robert,Johnson,91,91,62
Charles,Carpenter,93,94,50
Zachary,Baker,64,84,84
Madison,Peterson,62,94,63
Samantha,Harrison,86,93,66
Olivia,Davis,60,97,84
Timothy,Santiago,60,72,58
William,Ramirez,54,73,75
Erica,Lopez,68,82,76
Erika,Hensley,80,93,52
Joseph,Davis,73,86,63
Thomas,Reid,60,83,98
Tracy,Chambers,59,64,65
Debbie,Evans,97,82,98
Joshua,Norris,62,79,64
Adam,Daniels,57,95,87
Douglas,Jenkins,75,50,67
Yvonne,Bridges,54,94,76
Kathy,Williams,85,92,69
Katherine,Jones,76,99,80
Richard,Fuller,86,96,66
Peter,Hill,100,79,60
Nicholas,Pennington,51,50,95
Christopher,Woods,73,58,67
William,Bonilla,73,99,80
Amber,Graham,62,91,51
James,Hebert,85,85,62
Melissa,Thomas,68,93,63
Reginald,Barr,64,70,94
Alyssa,Mitchell,86,68,78
Mitchell,Thompson,76,70,56
Monica,Kline,86,99,99
Kayla,Garcia,55,55,91
Sarah,Quinn,63,91,70
April,Green,60,59,96
John,Browning,67,55,65
Joshua,Ellis,77,82,100
Wendy,Nelson,79,94,95
Jennifer,Lee,78,71,61
Ellen,Perry,87,77,92
Monica,White,57,92,83
Daniel,Nelson,90,82,58
Chris,Hernandez,50,71,69
Joe,Hines,93,97,55
Anthony,Garcia,78,51,94
Herbert,Hall,86,78,96
Stanley,King,52,96,70
Julie,Ashley,83,93,64
Derek,Parsons,98,75,87
Richard,Bowers,74,77,58
Christian,Adams,69,74,50
Deanna,Atkinson,79,99,86
Eric,Martinez,79,59,99
Linda,Montoya,74,53,89
Ronald,Hernandez,57,100,62
Margaret,Lucas,77,81,77
Anita,Martinez,58,87,85
Kim,Lindsey,91,96,79
John,Hernandez,69,89,63
Bryan,Nichols,72,60,83
Sarah,Davis,63,100,100
Joan,Cannon,53,70,65
Alice,Beard,72,98,90
Cynthia,Wallace,69,71,77
Brian,Oneill,84,73,63
Derrick,Martinez,64,89,61
Todd,Thompson,57,55,86
Kristina,Cortez,82,54,59
Frank,Moody,76,92,85
Sharon,Mccoy,80,82,86
Scott,Harris,50,73,80
Patrick,Kent,61,70,75
Andrew,Brown,51,62,71
Cheryl,Brown,54,74,62
Maurice,Hogan,54,89,74
Daniel,Romero,68,91,87
Ashley,Gardner,55,62,98
Amanda,Barnett,77,73,88
William,Johnson,80,81,80
Christopher,Booker,88,70,82
Theresa,Thompson,85,83,89
Mary,Brown,92,58,62
Bradley,Powell,52,61,75
Robert,Esparza,95,95,77
Christopher,Williams,50,65,93
Sean,Montoya,51,69,85
Edward,Ware,55,58,92
Heather,Bowers,95,68,56
Carl,Munoz,65,61,62
Lawrence,Walker,78,90,63
Donna,Sanchez,74,96,75
Cynthia,Ochoa,95,55,74
William,Peterson,86,52,64
Tammy,Hunt,69,57,70
Courtney,Turner,90,87,84
Justin,Figueroa,93,72,52
Kimberly,Watson,58,93,76
Justin,Collier,90,65,95
Michelle,James,82,80,77
Scott,Taylor,65,94,77
Amanda,Ramirez,62,52,79
Anthony,Thompson,51,79,60
Heather,Molina,69,71,71
Douglas,Werner,82,78,72
Jesus,Armstrong,61,58,98
Michelle,Adams,75,95,95
Christopher,Rush,60,87,97
Elizabeth,Ward,70,100,96
Kelly,Martinez,91,50,100
Jeff,Harris,83,69,70
John,Navarro,54,92,78
David,Fischer,61,82,82
Cameron,Robinson,57,53,80
Ronnie,Stephens,86,89,65
Henry,Mcintyre,90,100,50
Aaron,Hampton,81,100,99
Donald,Miller,79,100,59
Gabriela,Howard,61,92,70
Robyn,Sellers,78,93,62
Christopher,Edwards,73,60,54
Pamela,Meyers,63,77,98
Jerry,Wade,57,51,90
Louis,Newton,53,87,99
Rebecca,Brown,95,67,76
Robert,Williams,54,74,61
Kimberly,Patton,88,77,53
David,Avery,72,90,70
Philip,Kirby,82,69,75
Sheryl,Barnes,90,94,67
Danny,Schaefer,96,58,79
Christopher,Robinson,82,72,60
Stephanie,Williams,100,76,74
Timothy,Peters,62,78,61
Connie,Perez,96,66,67
Maureen,Olson,84,97,89
Jose,Thomas,81,98,73
April,Lopez,93,75,86
Thomas,Burns,88,59,96
Joel,Wright,100,90,52
Andrew,Harmon,99,59,85
Kyle,Ramirez,56,61,71
Kyle,Curtis,52,55,95
Jennifer,Bishop,60,64,91
Kristen,Vasquez,79,74,86
Stephanie,Arias,99,89,74
Arthur,Bridges,95,94,76
Shannon,Reyes,100,76,52
Kevin,Kemp,86,66,94
Ethan,Watson,88,84,83
John,Franco,84,65,63
Mark,Farrell,59,54,60
Kelly,Blake,89,95,88
Wendy,Fletcher,89,62,87
Elijah,Hudson,58,64,73
Sean,Harris,55,67,100
David,Campbell,88,76,54
Sarah,Hess,77,54,67
Alexander,Joseph,83,90,83
Linda,Hill,68,60,87
Jennifer,Chavez,56,64,52
Matthew,Johnson,54,67,82
Richard,Howard,72,96,66
Pamela,Lane,93,62,79
Heather,Johnson,79,93,54
Lauren,Carson,97,100,51
Teresa,Garcia,75,88,54
Alexis,Phillips,68,95,54
Brandi,Jones,71,81,54
Catherine,Little,60,75,58
Michael,Butler,86,64,56
Kristina,Edwards,74,62,77
Linda,Reed,82,64,97
Dawn,Harrison,61,75,84
James,Carrillo,86,90,51
Patrick,Olsen,92,95,63
Riley,Kane,60,72,73
Benjamin,Sweeney,71,83,57
Duane,Gardner,95,64,94
Wesley,Wilson,63,99,82
Samantha,Clayton,88,80,87
Kari,Joseph,74,77,50
Daniel,Lopez,59,83,57
Amy,Garrett,98,99,95
Cody,Rodriguez,56,84,55
Jerome,Taylor,66,76,57
David,Johnson,90,61,91
Jennifer,Burns,94,94,61
Suzanne,Dyer,85,59,74
James,Dean,79,61,83
Brian,Stephens,95,68,62
Nathaniel,Carlson,91,92,95
Julie,Smith,66,51,67
Molly,Waters,62,55,74
Justin,Green,76,90,89
Sierra,Jones,71,86,92
Dustin,Watson,82,76,53
Angela,Santiago,100,52,96
Jennifer,Scott,60,81,62
Tiffany,Blankenship,97,91,66
Timothy,Freeman,68,64,72
Jeremy,Smith,51,99,79
Matthew,Duncan,82,72,84
Robert,Griffin,85,53,57
Robert,Torres,61,73,81
Stephanie,Medina,87,53,55
Anna,Mendez,93,72,87
Michelle,Caldwell,67,69,73
Denise,Riley,74,98,76
Guy,Dorsey,83,60,73
Taylor,Waters,81,63,81
Jessica,Evans,88,52,58
Norman,Dean,64,73,51
Evan,Coleman,95,96,57
Joseph,Johnson,80,72,90
Mary,Rivera,99,67,52
Jessica,Price,83,65,92
Matthew,Wilson,75,60,59
Linda,Lewis,98,93,93
Melissa,Steele,96,61,72
Cynthia,Smith,82,93,87
Tanya,Moore,59,50,57
Allen,Floyd,97,66,58
Sarah,Nguyen,51,93,89
Eric,Burns,60,83,77
Jacob,Wilson,99,59,74
Wanda,Sutton,91,56,68
Mary,Ortega,80,53,82
Sydney,Bright,88,58,64
Allison,Rodriguez,55,73,88
Dennis,Burke,74,74,60
Daniel,Poole,59,61,84
Robert,Young,57,80,100
Olivia,Rosales,70,52,56
Billy,Williamson,82,76,72
Olivia,Williams,74,77,64
Joshua,Fields,97,94,96
William,Perry,57,84,69
Alexander,Rodriguez,63,81,54
Amber,Hicks,97,72,56
Taylor,Werner,54,85,80
Michael,Sheppard,72,81,58
Robert,Torres,93,57,69
Brittany,Perry,76,92,71
Nicole,West,93,65,80
Katie,George,58,80,67
David,Hood,90,71,67
Gina,Mack,67,86,71
Paul,Mccormick,90,77,67
Wendy,Vazquez,57,60,56
Victoria,Newton,64,86,54
Christopher,Mcintosh,73,80,73
George,Vega,65,98,81
Melissa,Bowen,90,65,76
Anita,Martin,59,84,56
Daniel,Clark,94,68,93
Brianna,Obrien,97,78,100
Brandon,Thompson,56,53,52
